forecast_id,region,seasonality_index,discount_pct,forecast_accurate
123,C,360.5,0.432,1
124,B,363.65,0.442,1
125,B,92.85,0.17,0
126,B,422.93,0.431,1
127,D,489.95,0.215,1
128,B,345.32,0.016,1
129,D,467.87,0.425,1
130,A,98.89,0.265,0
131,A,474.33,0.07,1
132,B,305.83,0.209,1
133,A,361.37,0.025,1
134,A,451.28,0.312,1
135,D,363.54,0.101,1
136,A,139.23,0.025,0
137,C,145.33,0.182,0
138,D,294.69,0.217,1
139,A,174.21,0.398,0
140,D,115.44,0.497,0
141,A,140.95,0.463,0
142,A,220.73,0.469,0
143,D,35.85,0.294,0
144,D,299.27,0.126,1
145,A,295.38,0.09,1
146,C,182.55,0.016,0
147,B,259.55,0.429,0
148,A,162.58,0.424,0
149,B,40.72,0.447,0
150,C,119.39,0.222,0
151,A,148.45,0.264,0
152,D,402.33,0.321,1
153,B,348.26,0.02,1
154,B,488.74,0.242,1
155,D,118.22,0.494,0
156,D,34.8,0.068,0
157,A,104.27,0.246,0
158,C,129.33,0.054,0
159,A,430.23,0.398,1
160,B,476.37,0.334,1
161,A,348.76,0.151,1
162,D,146.11,0.103,0
163,C,122.48,0.138,0
164,B,449.33,0.187,1
165,B,495.18,0.073,1
166,D,377.4,0.038,1
167,C,324.21,0.061,1
168,A,241.88,0.39,0
169,D,232.23,0.211,0
170,B,198.67,0.023,0
171,A,312.42,0.057,1
172,C,337.97,0.362,1
173,A,363.05,0.301,1
174,C,359.83,0.017,1
175,A,453.8,0.115,1
176,D,375.85,0.056,1
177,A,401.53,0.061,1
178,D,272.8,0.488,0
179,C,258.63,0.0,0
180,D,274.12,0.393,0
181,C,42.63,0.143,0
182,A,345.43,0.382,1
183,D,157.39,0.304,0
184,A,271.38,0.014,0
185,A,216.54,0.394,0
186,A,387.26,0.167,1
187,B,250.51,0.051,0
188,B,191.42,0.01,0
189,C,247.18,0.414,0
190,B,133.66,0.459,0
191,B,434.23,0.027,1
192,A,421.32,0.016,1
193,B,27.75,0.237,0
194,A,156.11,0.085,0
195,A,292.69,0.439,1
196,C,324.02,0.456,1
197,B,131.54,0.05,0
198,A,403.93,0.321,1
199,B,167.9,0.394,0
200,D,246.5,0.142,0
201,C,395.62,0.214,1
202,C,82.18,0.292,0
203,A,68.34,0.039,0
204,A,374.36,0.473,1
205,C,339.86,0.216,1
206,D,30.31,0.026,0
207,D,247.45,0.124,0
208,A,132.78,0.114,0
209,C,175.29,0.492,0
210,D,477.67,0.295,1
211,C,313.49,0.264,1
212,B,476.21,0.344,1
213,A,228.93,0.192,0
214,D,482.8,0.196,1
215,C,252.59,0.432,0
216,B,398.72,0.41,1
217,A,212.53,0.175,0
218,B,70.06,0.485,0
219,B,492.1,0.007,1
220,D,203.84,0.119,0
221,C,186.94,0.21,0
222,A,369.74,0.224,1
223,A,169.75,0.112,0
224,A,83.73,0.053,0
225,B,109.08,0.392,0
226,A,170.32,0.033,0
227,B,491.45,0.285,1
228,A,210.43,0.262,0
229,D,234.43,0.197,0
230,B,382.26,0.442,1
231,C,159.52,0.32,0
232,A,390.58,0.191,1
233,A,215.41,0.334,0
234,B,367.32,0.028,1
235,D,479.12,0.42,1
236,C,200.19,0.465,0
237,B,270.64,0.315,0
238,D,132.59,0.327,0
239,C,374.02,0.429,1
240,B,187.13,0.073,0
241,D,414.8,0.113,1
242,B,376.54,0.353,1
243,C,26.67,0.101,0
244,D,323.04,0.403,1
245,D,222.57,0.306,0
246,B,313.59,0.38,1
247,A,337.93,0.5,1
248,D,235.99,0.346,0
249,D,75.05,0.373,0
250,D,313.59,0.106,1
251,C,43.98,0.434,0
252,C,354.92,0.301,1
253,B,228.69,0.349,0
254,A,11.56,0.488,0
255,D,129.54,0.286,0
256,D,127.7,0.257,0
257,D,55.78,0.103,0
258,D,215.24,0.083,0
259,C,211.03,0.002,0
260,A,283.99,0.175,1
261,D,247.58,0.078,0
262,B,67.51,0.358,0
263,C,123.32,0.015,0
264,D,415.01,0.479,1
265,B,103.06,0.234,0
266,D,129.6,0.023,0
267,C,482.15,0.006,1
268,C,453.28,0.004,1
269,C,162.67,0.358,0
270,A,46.96,0.278,0
271,A,56.42,0.457,0
272,D,26.2,0.485,0
273,C,243.42,0.306,0
274,D,207.17,0.298,0
275,B,37.31,0.172,0
276,A,377.7,0.212,1
277,C,346.86,0.098,1
278,B,26.74,0.397,0
279,A,128.29,0.352,0
280,D,46.59,0.004,0
281,D,428.66,0.467,1
282,B,209.6,0.338,0
283,D,99.58,0.017,0
284,D,375.39,0.245,1
285,C,440.65,0.422,1
286,A,185.06,0.129,0
287,C,233.35,0.291,0
288,B,299.98,0.357,1
289,C,479.75,0.17,1
290,A,149.31,0.385,0
291,C,379.31,0.492,1
292,B,127.42,0.24,0
293,D,379.75,0.28,1
294,A,435.96,0.271,1
295,A,347.39,0.293,1
296,A,24.21,0.002,0
297,A,15.59,0.499,0
298,D,309.61,0.008,1
299,C,25.94,0.263,0
300,B,222.8,0.29,0
301,B,409.84,0.253,1
302,A,462.7,0.367,1
303,B,178.91,0.299,0
304,A,136.26,0.2,0
305,A,341.24,0.195,1
306,A,377.55,0.035,1
307,B,67.69,0.337,0
308,C,312.52,0.014,1
309,A,253.55,0.34,0
310,C,274.47,0.142,0
311,A,398.98,0.081,1
312,C,173.34,0.3,0
313,B,219.89,0.319,0
314,B,300.46,0.405,1
315,C,163.66,0.045,0
316,B,122.66,0.297,0
317,D,161.19,0.08,0
318,B,497.22,0.262,1
319,D,262.15,0.092,0
320,A,146.53,0.191,0
321,C,278.1,0.252,1
322,D,183.4,0.064,0
323,B,138.04,0.341,0
324,D,244.16,0.06,0
325,A,429.35,0.265,1
326,B,380.34,0.18,1
327,B,232.26,0.01,0
328,A,99.54,0.286,0
329,B,266.38,0.111,0
330,A,61.75,0.332,0
331,A,102.41,0.262,0
332,C,277.97,0.487,1
333,D,29.48,0.397,0
334,A,247.81,0.417,0
335,D,479.17,0.183,1
336,D,138.63,0.259,0
337,B,448.34,0.101,1
338,D,131.53,0.164,0
339,D,209.83,0.229,0
340,C,119.4,0.175,0
341,D,290.51,0.118,1
342,D,362.6,0.271,1
343,D,95.78,0.068,0
344,B,155.99,0.109,0
345,B,22.88,0.055,0
346,C,381.1,0.106,1
347,D,481.84,0.187,1
348,B,24.29,0.226,0
349,A,124.39,0.4,0
350,C,408.6,0.043,1
351,B,301.24,0.485,1
352,B,10.01,0.475,0
353,A,178.18,0.265,0
354,B,132.59,0.315,0
355,B,374.12,0.036,1
356,B,375.41,0.063,1
357,D,420.41,0.397,1
358,C,479.71,0.241,1
359,C,264.47,0.412,0
360,B,113.13,0.34,0
361,C,68.42,0.076,0
362,B,78.47,0.36,0
363,D,148.85,0.095,0
364,D,436.41,0.317,1
365,D,115.67,0.089,0
366,D,460.43,0.381,1
367,C,98.63,0.03,0
368,A,219.14,0.025,0
369,B,94.04,0.498,0
370,A,101.86,0.348,0
371,B,366.1,0.438,1
372,B,140.77,0.369,0
373,B,255.82,0.296,0
374,A,282.44,0.087,1
375,B,101.97,0.237,0
376,B,42.1,0.257,0
377,D,497.56,0.157,1
378,C,272.81,0.363,0
379,D,458.42,0.308,1
380,B,46.48,0.114,0
381,D,80.98,0.04,0
382,C,362.97,0.069,1
383,C,364.26,0.066,1
384,B,475.9,0.476,1
385,D,172.89,0.105,0
386,C,190.23,0.047,0
387,D,299.41,0.257,1
388,A,436.26,0.487,1
389,B,459.6,0.451,1
390,C,128.13,0.398,0
391,A,88.83,0.163,0
392,B,229.68,0.107,0
393,C,395.12,0.003,1
394,C,245.93,0.488,0
395,C,295.67,0.379,1
396,C,320.19,0.266,1
397,C,304.4,0.074,1
398,A,364.22,0.337,1
399,B,285.68,0.1,1
400,D,88.83,0.285,0
401,D,265.35,0.037,0
402,C,382.04,0.219,1
403,B,130.73,0.103,0
404,D,478.39,0.159,1
405,A,309.18,0.098,1
406,B,267.75,0.069,0
407,C,76.91,0.197,0
408,B,236.78,0.145,0
409,B,149.11,0.268,0
410,D,20.27,0.425,0
411,D,432.38,0.374,1
412,A,187.25,0.484,0
413,B,295.53,0.224,1
414,C,100.27,0.489,0
415,D,299.74,0.053,1
416,A,130.83,0.405,0
417,D,468.77,0.474,1
418,A,332.83,0.204,1
419,A,217.97,0.096,0
420,D,62.41,0.351,0
421,B,450.3,0.35,1
422,A,203.2,0.011,0
423,B,234.11,0.195,0
424,C,23.05,0.366,0
425,C,106.77,0.174,0
426,A,331.66,0.03,1
427,D,216.53,0.307,0
428,C,77.09,0.023,0
429,C,272.55,0.374,0
430,A,38.8,0.269,0
431,A,317.39,0.455,1
432,A,135.45,0.194,0
433,C,64.35,0.199,0
434,C,103.99,0.306,0
435,C,443.47,0.009,1
436,B,376.22,0.21,1
437,C,71.44,0.486,0
438,D,399.66,0.0,1
439,C,415.17,0.183,1
440,C,85.1,0.177,0
441,C,211.33,0.43,0
442,A,403.46,0.045,1
443,B,335.68,0.331,1
444,B,296.65,0.497,1
445,A,164.92,0.067,0
446,B,429.35,0.489,1
447,D,304.5,0.244,1
448,B,56.09,0.358,0
449,D,472.04,0.464,1
450,B,134.13,0.151,0
451,A,329.74,0.26,1
452,A,265.83,0.233,0
453,C,464.6,0.142,1
454,C,386.61,0.307,1
455,B,62.1,0.07,0
456,B,286.49,0.051,1
457,C,190.43,0.019,0
458,A,329.2,0.146,1
459,B,378.23,0.309,1
460,B,134.3,0.247,0
461,A,66.41,0.015,0
462,B,143.15,0.032,0
463,A,405.28,0.125,1
464,A,478.6,0.39,1
465,C,333.8,0.132,1
466,B,176.12,0.108,0
467,D,191.62,0.38,0
468,B,235.78,0.019,0
469,B,32.97,0.41,0
470,C,134.91,0.278,0
471,D,188.18,0.335,0
472,A,385.04,0.404,1
473,C,323.55,0.388,1
474,A,382.06,0.252,1
475,A,206.7,0.468,0
476,A,33.64,0.362,0
477,B,402.82,0.065,1
478,B,103.72,0.429,0
479,B,55.36,0.423,0
480,A,477.67,0.429,1
481,D,392.46,0.4,1
482,B,154.93,0.012,0
483,A,386.71,0.415,1
484,A,127.56,0.171,0
485,C,84.62,0.426,0
486,A,310.26,0.425,1
487,B,352.0,0.12,1
488,D,26.77,0.385,0
489,C,270.45,0.27,0
490,B,282.82,0.312,1
491,C,53.59,0.405,0
492,C,149.1,0.448,0
493,D,68.88,0.267,0
494,B,301.13,0.103,1
495,C,346.15,0.151,1
496,C,60.41,0.206,0
497,B,496.98,0.027,1
498,A,98.98,0.226,0
499,B,325.14,0.101,1
500,C,495.74,0.211,1
501,B,389.28,0.323,1
502,B,55.2,0.322,0
503,B,386.17,0.147,1
504,C,66.8,0.262,0
505,D,104.95,0.052,0
506,D,394.13,0.228,1
507,A,277.41,0.061,0
508,B,472.98,0.249,1
509,C,401.97,0.353,1
510,B,260.58,0.016,0
511,D,349.81,0.487,1
512,D,431.53,0.087,1
513,D,429.78,0.134,1
514,A,457.07,0.157,1
515,A,24.35,0.146,0
516,A,348.08,0.47,1
517,B,14.29,0.124,0
518,C,340.32,0.494,1
519,C,307.7,0.018,1
520,C,209.1,0.069,0
521,C,418.64,0.486,1
522,D,278.47,0.148,1
523,A,74.45,0.41,0
524,C,191.91,0.167,0
525,A,218.96,0.318,0
526,C,268.96,0.192,0
527,C,12.14,0.414,0
528,D,279.7,0.022,1
529,C,289.61,0.357,1
530,D,203.9,0.357,0
531,C,419.68,0.457,1
532,C,123.62,0.254,0
533,A,98.54,0.352,0
534,C,419.29,0.277,1
535,C,332.19,0.481,1
536,D,375.14,0.011,1
537,A,121.3,0.413,0
538,A,75.3,0.403,0
539,B,53.24,0.21,0
540,B,234.31,0.307,0
541,D,487.02,0.024,1
542,D,226.63,0.162,0
543,B,426.87,0.243,1
544,C,334.56,0.089,1
545,D,496.19,0.058,1
546,A,92.82,0.354,0
547,A,115.59,0.211,0
548,B,371.45,0.498,1
549,C,34.92,0.384,0
550,C,147.43,0.05,0
551,C,101.83,0.311,0
552,C,162.31,0.37,0
553,D,71.31,0.472,0
554,B,387.22,0.471,1
555,D,431.12,0.409,1
556,D,379.72,0.113,1
557,C,463.4,0.203,1
558,A,283.21,0.389,1
559,C,482.27,0.317,1
560,D,168.01,0.141,0
561,C,344.06,0.01,1
562,D,93.53,0.31,0
563,D,23.7,0.212,0
564,A,462.32,0.415,1
565,D,49.56,0.354,0
566,D,122.0,0.247,0
567,B,257.56,0.331,0
568,B,122.39,0.461,0
569,B,269.76,0.188,0
570,D,314.08,0.205,1
571,B,330.78,0.233,1
572,A,401.83,0.25,1
573,C,396.34,0.307,1
574,D,477.15,0.448,1
575,B,250.24,0.4,0
576,D,155.59,0.344,0
577,D,247.39,0.042,0
578,C,24.26,0.413,0
579,D,410.79,0.341,1
580,B,488.92,0.345,1
581,B,164.56,0.261,0
582,D,78.15,0.171,0
583,C,94.23,0.096,0
584,A,487.96,0.303,1
585,B,263.91,0.048,0
586,B,82.68,0.463,0
587,A,110.24,0.478,0
588,D,273.45,0.095,0
589,C,346.09,0.137,1
590,D,127.42,0.313,0
591,A,483.19,0.077,1
592,A,51.26,0.217,0
593,A,446.56,0.261,1
594,B,12.46,0.294,0
595,C,223.5,0.409,0
596,C,202.58,0.226,0
597,A,322.33,0.186,1
598,B,75.42,0.004,0
599,C,167.14,0.198,0
600,A,93.98,0.497,0
601,D,454.72,0.216,1
602,C,327.13,0.038,1
603,C,349.47,0.108,1
604,A,34.46,0.445,0
605,A,228.89,0.298,0
606,D,335.4,0.173,1
607,D,109.45,0.044,0
608,B,136.55,0.494,0
609,A,108.16,0.262,0
610,D,434.05,0.305,1
611,B,153.04,0.08,0
612,B,118.09,0.306,0
613,C,158.25,0.32,0
614,D,37.18,0.274,0
615,D,380.54,0.448,1
616,C,79.9,0.299,0
617,B,405.82,0.445,1
618,B,341.74,0.466,1
619,B,255.77,0.257,0
620,D,46.57,0.462,0
621,D,106.27,0.245,0
622,B,398.65,0.296,1
623,B,167.92,0.464,0
624,D,296.43,0.391,1
625,D,34.91,0.288,0
626,C,493.08,0.303,1
627,A,465.0,0.242,1
628,A,425.62,0.455,1
629,A,248.66,0.225,0
630,C,37.37,0.129,0
631,D,98.62,0.445,0
632,C,479.28,0.173,1
633,C,199.67,0.079,0
634,C,81.18,0.166,0
635,B,181.19,0.089,0
636,B,301.78,0.053,1
637,A,236.33,0.11,0
638,C,399.28,0.332,1
639,D,450.96,0.13,1
640,B,358.71,0.347,1
641,B,65.44,0.304,0
642,A,104.01,0.071,0
643,A,271.01,0.24,0
644,D,178.36,0.335,0
645,A,163.4,0.035,0
646,D,101.95,0.457,0
647,A,315.71,0.432,1
648,A,294.66,0.166,1
649,C,136.33,0.068,0
650,D,331.54,0.13,1
651,D,265.77,0.328,0
652,C,479.2,0.07,1
653,A,296.86,0.227,1
654,C,170.93,0.5,0
655,A,162.58,0.138,0
656,B,11.16,0.393,0
657,D,146.35,0.04,0
658,B,212.59,0.054,0
659,B,236.3,0.029,0
660,C,179.03,0.44,0
661,D,296.16,0.206,1
662,A,177.8,0.469,0
663,C,435.31,0.105,1
664,B,377.55,0.038,1
665,D,220.66,0.058,0
666,C,30.19,0.026,0
667,A,13.63,0.227,0
668,D,408.49,0.325,1
669,C,308.36,0.073,1
670,D,259.93,0.297,0
671,C,359.16,0.055,1
672,D,179.49,0.413,0
673,D,452.04,0.358,1
674,C,11.4,0.241,0
675,A,136.89,0.424,0
676,C,124.76,0.488,0
677,A,75.28,0.297,0
678,C,217.0,0.17,0
679,B,61.38,0.473,0
680,A,456.24,0.164,1
681,D,349.19,0.484,1
682,C,295.19,0.311,1
683,D,95.5,0.095,0
684,B,108.38,0.127,0
685,C,156.99,0.232,0
686,C,21.84,0.384,0
687,D,298.11,0.485,1
688,C,43.07,0.357,0
689,B,111.5,0.098,0
690,C,197.46,0.379,0
691,B,295.21,0.259,1
692,A,481.12,0.089,1
693,C,464.95,0.35,1
694,B,58.33,0.225,0
695,D,241.72,0.282,0
696,C,264.12,0.486,0
697,D,205.32,0.03,0
698,C,271.67,0.428,0
699,B,70.16,0.388,0
700,A,162.57,0.242,0
701,B,346.01,0.031,1
702,D,298.34,0.093,1
703,C,33.96,0.445,0
704,C,116.58,0.497,0
705,A,496.64,0.135,1
706,A,498.81,0.274,1
707,B,326.51,0.24,1
708,D,378.26,0.382,1
709,C,305.16,0.408,1
710,A,394.86,0.5,1
711,B,333.7,0.436,1
712,B,432.03,0.142,1
713,A,259.64,0.394,0
714,D,139.51,0.445,0
715,C,83.21,0.023,0
716,A,23.66,0.357,0
717,D,372.74,0.012,1
718,D,216.33,0.391,0
719,A,303.0,0.094,1
720,C,453.69,0.418,1
721,C,408.78,0.329,1
722,B,469.95,0.382,1
723,C,488.63,0.162,1
724,C,499.09,0.342,1
725,C,390.36,0.46,1
726,D,173.85,0.244,0
727,C,270.85,0.307,0
728,B,498.82,0.01,1
729,C,450.15,0.49,1
730,B,17.81,0.399,0
731,B,371.33,0.134,1
732,C,94.3,0.215,0
733,B,188.43,0.019,0
734,D,154.29,0.445,0
735,B,66.02,0.291,0
736,A,376.65,0.278,1
737,B,469.02,0.141,1
738,A,137.39,0.376,0
739,B,11.86,0.078,0
740,C,24.72,0.238,0
741,B,159.74,0.33,0
742,A,57.05,0.076,0
743,C,26.89,0.494,0
744,A,441.23,0.317,1
745,C,111.75,0.063,0
746,B,351.31,0.197,1
747,B,404.85,0.344,1
748,D,416.92,0.419,1
749,D,297.44,0.141,1
750,C,250.5,0.14,0
751,A,151.29,0.025,0
752,B,371.01,0.203,1
753,D,438.55,0.074,1
754,A,471.63,0.332,1
755,B,475.31,0.063,1
756,D,491.94,0.278,1
757,B,25.63,0.209,0
758,B,472.9,0.038,1
759,B,375.43,0.328,1
760,C,411.45,0.468,1
761,D,35.03,0.226,0
762,D,161.44,0.084,0
763,D,85.62,0.439,0
764,B,23.38,0.487,0
765,D,378.74,0.287,1
766,B,263.93,0.325,0
767,D,56.45,0.154,0
768,A,395.49,0.409,1
769,B,238.84,0.277,0
770,A,224.38,0.488,0
771,B,48.71,0.024,0
772,B,291.33,0.125,1
773,A,67.92,0.077,0
774,D,253.71,0.217,0
775,C,169.23,0.292,0
776,C,181.79,0.455,0
777,B,412.57,0.498,1
778,D,188.97,0.034,0
779,C,197.18,0.028,0
780,B,262.06,0.36,0
781,B,485.39,0.352,1
782,D,335.32,0.347,1
783,C,283.48,0.171,1
784,C,277.96,0.109,1
785,B,288.26,0.122,1
786,A,239.14,0.492,0
787,B,172.5,0.401,0
788,D,57.72,0.346,0
789,A,104.4,0.46,0
790,A,424.58,0.238,1
791,C,163.19,0.489,0
792,D,329.42,0.284,1
793,B,14.69,0.394,0
794,C,140.15,0.148,0
795,D,427.29,0.064,1
796,A,91.62,0.47,0
797,B,196.13,0.349,0
798,D,461.95,0.024,1
799,A,87.82,0.262,0
800,C,69.04,0.492,0
801,C,418.96,0.406,1
802,C,96.49,0.499,0
803,C,223.79,0.303,0
804,C,119.82,0.209,0
805,C,399.91,0.023,1
806,D,316.72,0.128,1
807,C,224.12,0.468,0
808,A,244.39,0.488,0
809,C,391.28,0.241,1
810,B,224.36,0.328,0
811,B,226.15,0.484,0
812,A,428.97,0.074,1
813,B,25.74,0.291,0
814,A,161.48,0.141,0
815,B,67.4,0.385,0
816,C,383.74,0.198,1
817,D,406.62,0.229,1
818,B,453.6,0.335,1
819,C,481.05,0.076,1
820,A,429.33,0.101,1
821,C,233.9,0.331,0
822,C,102.66,0.084,0
823,A,306.61,0.385,1
824,A,317.79,0.433,1
825,B,120.38,0.33,0
826,B,369.12,0.046,1
827,B,55.61,0.485,0
828,D,212.58,0.124,0
829,D,179.59,0.286,0
830,D,39.16,0.228,0
831,C,440.64,0.232,1
832,B,174.41,0.354,0
833,A,104.01,0.025,0
834,C,108.25,0.347,0
835,A,348.74,0.445,1
836,D,273.69,0.159,0
837,C,250.27,0.461,0
838,A,423.46,0.256,1
839,B,258.67,0.024,0
840,B,107.27,0.223,0
841,D,247.11,0.397,0
842,A,424.74,0.381,1
843,D,435.98,0.344,1
844,D,155.6,0.004,0
845,D,460.5,0.205,1
846,A,444.29,0.157,1
847,A,288.96,0.042,1
848,B,54.84,0.475,0
849,B,484.16,0.206,1
850,B,420.08,0.405,1
851,A,49.42,0.365,0
852,B,441.46,0.239,1
853,C,112.95,0.115,0
854,D,487.96,0.052,1
855,C,478.64,0.15,1
856,B,116.52,0.112,0
857,A,368.13,0.01,1
858,A,486.54,0.001,1
859,B,316.29,0.176,1
860,D,25.64,0.072,0
861,A,351.33,0.322,1
862,C,84.33,0.436,0
863,B,453.25,0.354,1
864,C,141.23,0.102,0
865,B,456.94,0.281,1
866,A,178.32,0.152,0
867,D,245.42,0.177,0
868,C,87.92,0.477,0
869,D,73.02,0.399,0
870,A,491.84,0.197,1
871,A,207.72,0.461,0
872,C,228.07,0.134,0
873,B,92.93,0.258,0
874,A,429.84,0.208,1
875,B,71.7,0.142,0
876,B,408.69,0.412,1
877,C,394.35,0.49,1
878,C,364.17,0.113,1
879,C,155.71,0.119,0
880,B,262.23,0.238,0
881,A,489.62,0.241,1
882,A,65.0,0.228,0
883,A,166.96,0.081,0
884,C,99.21,0.177,0
885,A,318.63,0.141,1
886,D,13.61,0.27,0
887,D,269.18,0.467,0
888,A,81.76,0.469,0
889,D,236.91,0.145,0
890,D,24.3,0.097,0
891,B,76.8,0.365,0
892,B,223.01,0.119,0
893,D,374.4,0.296,1
894,B,129.12,0.037,0
895,A,83.47,0.448,0
896,D,222.35,0.337,0
897,C,292.75,0.227,1
898,A,24.29,0.236,0
899,D,115.75,0.061,0
900,D,41.3,0.018,0
901,B,80.04,0.164,0
902,A,29.57,0.218,0
903,B,283.42,0.333,1
904,D,470.12,0.438,1
905,B,261.56,0.26,0
906,B,187.77,0.214,0
907,B,461.84,0.015,1
908,B,448.03,0.077,1
909,B,188.2,0.053,0
910,B,240.32,0.475,0
911,A,383.37,0.022,1
912,B,209.92,0.107,0
913,D,486.43,0.438,1
914,D,428.51,0.397,1
915,B,390.78,0.302,1
916,B,441.83,0.442,1
917,B,84.07,0.372,0
918,D,77.91,0.413,0
919,A,22.83,0.253,0
920,D,122.95,0.486,0
921,B,239.89,0.026,0
922,C,312.3,0.129,1
923,D,270.83,0.35,0
924,C,96.74,0.091,0
925,A,177.29,0.23,0
926,C,413.06,0.312,1
927,C,375.48,0.397,1
928,D,16.34,0.036,0
929,C,411.11,0.278,1
930,C,210.88,0.195,0
931,C,182.34,0.36,0
932,D,180.92,0.129,0
933,B,125.75,0.015,0
934,A,436.84,0.442,1
935,A,218.51,0.493,0
936,C,308.55,0.359,1
937,C,363.64,0.442,1
938,B,230.36,0.2,0
939,D,498.76,0.437,1
940,D,363.29,0.364,1
941,D,235.29,0.438,0
942,A,271.1,0.412,0
943,C,193.05,0.104,0
944,A,124.99,0.29,0
945,C,144.15,0.496,0
946,D,141.16,0.233,0
947,B,107.83,0.092,0
948,B,476.7,0.343,1
949,D,414.17,0.26,1
950,C,335.62,0.369,1
951,C,486.24,0.442,1
952,D,384.25,0.485,1
953,A,251.25,0.232,0
954,A,388.87,0.477,1
955,D,205.4,0.225,0
956,D,454.68,0.388,1
957,C,341.67,0.456,1
958,C,411.1,0.384,1
959,C,149.03,0.047,0
960,A,383.9,0.22,1
961,A,280.72,0.051,1
962,A,373.83,0.151,1
963,D,103.81,0.403,0
964,D,247.6,0.011,0
965,B,78.06,0.01,0
966,B,22.67,0.077,0
967,D,271.55,0.019,0
968,C,29.81,0.214,0
969,A,496.49,0.083,1
970,C,234.47,0.277,0
971,A,15.95,0.37,0
972,D,109.59,0.079,0
973,D,366.31,0.016,1
974,C,355.54,0.032,1
975,B,84.16,0.293,0
976,A,381.21,0.189,1
977,C,313.79,0.107,1
978,B,332.3,0.449,1
979,D,16.8,0.184,0
980,D,493.18,0.06,1
981,C,432.41,0.347,1
982,C,495.82,0.062,1
983,A,451.89,0.124,1
984,A,452.53,0.297,1
985,B,42.34,0.202,0
986,D,241.12,0.19,0
987,B,394.33,0.283,1
988,B,481.24,0.038,1
989,D,162.29,0.177,0
990,B,177.99,0.116,0
991,D,290.21,0.199,1
992,D,11.87,0.371,0
993,A,366.81,0.066,1
994,A,429.99,0.012,1
995,C,347.58,0.353,1
